prem_id,premise,dialect
prem301,"normalien bospasei pausu baño gehixau dauzen edozein errezetataz paso eitteot, badakittelako ez dotela inoz denporarik hartuko horretarako",western
prem302,usteot bakarra biher dozun guztixe dala,western
prem303,"bai, aurton entzuot haren barri, nire mutil lagunari country musika mota batzuk gustetan jakoz, eta hoixe ebilen entzuten.",western
prem304,"beno, plazera izen da zugaz berba eittie, eskerrik asko, agur",western
prem305,aukera bat dabenengan gastau,western
prem306,"beraz, aukerie badou isilaue dalako bakarrik",western
prem307,"bai, seguruenez ikusten jueten saiatuko naz",western
prem308,"beraz, jarraitu gurot, badakittelako arazo asko izen ahal dodazala bestela",western
prem309,"eta plastikozko instalaziño erraldoie da, % 75eko merkaduko kuotie dabela usteot, edo antzeko zeozer",western
prem310,hazten nenbilenien,western
prem311,"ez dekie edurrik, ez dakizie edurre zer dan. Izutu eitten diez lurrien edurra dauenien. Amarillo hemendik gertu dau, noiztik egon zara Raleighen",western
prem312,"ez, azkenaldixen ez, esaiztezu",western
prem313,"Ez dou eski alpinorik, iraupen eskikuek douz",western
prem314,"beraz, ez dakit, baña jakin gurako neuke",western
prem315,"beno, orduen hilaren amaieran ordaindu eta kitto",western
prem316,"beno, eztot seme-alabarik; beraz, gatxa da esatie",western
prem317,"ondo dau, Texasen nau eta HIESaz hil zan irakasle bat dou",western
prem318,"bai, eta behera jueten saiatzen zaren bakotxien, aretozainek beti esateotzue bueltie emoteko",western
prem319,"Sam deko izena, Samantharen laburdurie dalako, eta danek gizonei moduen eitteotzie",western
prem320,"nirie be bada, baña jente askorentzat egoerie oso-oso serixue dala usteot",western
prem321,"oh eta gero, zure korporazinotik urtetan saiatzen bazara, benetan karu ordaindukozu",western
prem322,Irrikan nau,western
prem323,"eztot gogoratzen, beste behin bakarrik ein dot",western
prem324,"holango asko dau, Texas Instrumentsek eitten dauzenak eta biherginek eurek eitten dabezala be eztakizienak.",western
prem325,"Benetan arriskutsue dala usteot, istripu horreekaz guztixekaz",western
prem326,"Bai, horrexek mugatzen ikusi gure neukez, arma automatiko barri horreen aurretik, baña gañerakue ez dabe uste biher dabenik ya",western
prem327,"bai, hori be eztot ulertzen, teknologixie eta tresna militarrak saltzie atzerriko gobernuei eta gero zorra barkatzie",western
prem328,ez dozu sentiduten erabagi horregaz eroso zauzenik,western
prem329,"ondo dau, halanda be ordaintzen nabilela iruditzen jat; izen be, jueten nazenien edo nire aseguru etxien, ordaintzeotenien kontuek altuegixek emoten dabe.",western
prem330,Zientzia informatikue eta zientzia kognitibue,western
prem331,"ixe akre bat dou, eta barregarrixe da, zeragaittik",western
prem332,Bakizu juen eingo diela eta ez dala hainbeste jarduera egongo,western
prem333,"azken aldixen, barriro, kanpatzeagaz doten esperientzixie nire senarraren auto lasterketak diez",western
prem334,"baña horretaz aparte, ondino epel egotie espero dot, ez oso hotz, atsegina izango leitteke beharbada edur apur bat Gabon gabien edo zeozer, baña ezteko itxura onik",western
prem335,Etorkizun teknologikuen sartu dou gure sarrerie.,western
prem336,"Adibidez, maximuen, gene guztixek more bihurtzen diez.",western
prem337,Daniel Yamins matematikari gazte bikaine da.,western
prem338,"Eta halan bada, muga horretatik gertu egoten diez sarritten?",western
prem339,"Eta usteot aztarna molekular bat dauela, erakusten dauena biosferie etenbarik eraikitzen dabilela hainbat leinu hedagarrirentzako irauteko moduko erregimenien.",western
prem340,"Jauzi horregaz, kristal erregular batek ezin dau informaziño asko kodetu.",western
prem341,"Ondorioz, helduek ez deutsie eskolaurreko umiei plantak eitten erakutsi biher, batzuetan eitten daben moduen buru-hausgarrixek edo antzeko lanak menderatzen laguntzen deutsienien.",western
prem342,"Halan, PP kontzentraziño haundixe dauenien, birsintetizetie inhibiduteko joerie dau.",western
prem343,"[Naziño hau] askatasunien sortu zan, eta gizon guztixek bardinak sortzeko proposamenari eskeinie.",western
prem344,"Wittgensteinen idea da, oro har, maila haundiagoko baieztapenak ezin diela murriztu maila apalagoko baieztapen beharrezko eta nahikuen sorta zehaztu finitu batera.",western
prem345,Gehixau goraipatu biko neuke?,western
prem346,Spin sarearen teorixiek hainbat dimentsinotan eraiki leikez.,western
prem347,"Ez, ez, eztot zu hiltzerik gure!",western
prem348,"Jente aurrien urkatu eben 1875eko martixaren 19an, San Josen, Kalifornian.",western
prem349,"Erregimen kaotikuen, itsoso berde distiratsue iragazi eitten da.",western
prem350,"Antolamendu juridiko guztiz barrixe abian jarteko irrikan euen, 1860ko hamarkadako nahasmenetik urtetako.",western
prem351,"Gañerako dimentsinuek Planck-en luzera eskalan kizkurtuek imajinetan douz, Calabi-Yau espazixuek edo, oro har, modulu trinkotu izenekuetan.",western
prem352,"Edozein goi pentsakera hasieran gizarte komunikazinuen agertzen da, umien eta haren kulturako ordezkarixen artien, jarduera bateratu batien parte hartzen dabenien.",western
prem353,4 utilitaristak dinurie bardinak garela plazera eta mina sentitzen douleko.,western
prem354,"Auzo batzuk otoitz egiliek, komunitatie gidatzen eben buruzagi espiritualak hileta elizkizunetako, santuen festetako eta abadiek ezin aben guztietako otoitzetarako.",western
prem355,"Azterketa bakotxak kalifikaziño eskala bat euken, azterketie ein ebenek Chicano kulturaren ezagutza mailie zehaztu ahal izeteko.",western
prem356,"Horrek esan gure dau sistemaren osagai molekular guztixek modu matematikuen tratetan diela ondo astindutako ontzi erreal batien balegoz lez, eta ontzi horri trimeruek eta fotoiek gehituko balitzakoz lez abiadura konstantien.",western
prem357,"Jolas soziodramatikuen be, hainbat rol hartzeko eta koordinetako aukerek, seguruenez, lagundu eingotzie umiei personen desio, sineste eta sentimenduetan antzekotasunak eta desbardintasunak ulertzen.",western
prem358,"Quinceañera festei buruzko ikerketaren zati haundi batek erakusten dau familixek kultura tradiziño historikoari eutsi gure deutsiela, eta alaba baten hamabosgarren urtebetetzie ospatzie bitarteko bat dala ondare latinoagazko lotura kulturalei eusteko.",western
prem359,"Unibertsoaren gaur egungo bizitzie halango hainbat hartuko leuke, gitxienez, proteina luze posible guztixek gitxienez behin eittiek.",western
prem360,"Alemanixako gerraosteko ordena konstituzionalaren bertute nausixe izen zan, hain zuzen be, erregimen naziaren biktimarik haundixena.",western
prem361,Sonja umie alabaren amorrualdixek imitetan hasi zan.,western
prem362,XVIII. mendeko eraikinetako girlandak gizonek eta emakumiek erabilitako banden eta lore apaingarrien bertsiño zizelkatu edo margotuek diez.,western
prem363,"6 Gerra Zibilaren aurreko berrogeta hamabost urtietan, Gortiek gitxitan erabili aben botere hori.",western
prem364,"Jakiñe, nahiko erradikala da legien ziurbakotasun kuantikue dauela pentsetie, baña eztau emoten ezinezkue denik, jakiñe.",western
prem365,"Barrinbertsinue dauen ekonomixa batien, zer pasetan da gure merkataritzako abantailak hartu ahal badouz eta soberakin guztixek barrinbertitu ahal badouz hasi ginanien baño sagar eta makatz gehixau sortu ahal izeteko?",western
prem366,"Aurreko kapituluen adierazo dan moduen, alboko posiblerako sarreran alkarrekintzaren batek egon biher dau, galtzailiek baztertzeko hautespen naturalaren gaitasunaren bittartez esploretako aukerie emoten dauena.",western
prem367,"Pachuca 1940ko hamarkadako pachucoaren kidie izen zan, baña baita uri ingurune ghettifikau batien hazten dan chicana gaztiek gorpuzten dauen auzoko neskaren arketipue be.",western
prem368,"Beste alde batetik, partikulak eta hiru indar ez-grabitazionalak ondino ez diez txertau spin sarearen irudi batien.",western
prem369,"Vaquero kulturaren eta Mexikoko sonorarren eraginaren arrastue dala eta, ezautu ez ohi dan chicano kulturaren zati bat erakusten dabe.",western
prem370,"Dennettek izaki darwindar, pavlovtar, poppertar eta gregoriarrak bereizten dauz.",western
prem371,"Orekatik desbideratze soile da, eta gailu soile, mika maluta, astindu eingo da, biher mekanikue erauzteko.",western
prem372,"Ikertzailien galderei erantzunez, askotan esaten dabe lehenengo hilebetietatik euren buruaz nahiko izeteko trebau biher diela umetxuek.",western
prem373,Nun dau balixue egitatien mundu batien?,western
prem374,"1868rako eta Hamalaugarren Zuzenketie indarrien jartzerako, iraultza konstituzional baten atarixen gengozen.",western
prem375,Interesgarrixe da ezaugarri bera agertu leikela ekonomixa osuen.,western
prem376,Teotihuacanen piramideetatik gertu dauen San Agustin Acolman herri txikixen sortu zien.,western
prem377,"Izen be, egixe esan, eraikin batek, eztau axola zeinen erabilgarrixe, ondo eraikia edo ederra dan, ez badator bat jentiek janzteko moduagaz, arriskue dau ez bakarrik itxura anakronikue izeteko, baita guztiz inozue be.",western
prem378,"Esan gurot komunidade hori osatzen daben agente autonomoek, bakarka nahiz taldien, euren mundue osatzen eben joko naturaletan bizimodue eitteko jakintzie ebela.",western
prem379,"Askotan, fontanelie hondoratzie sendatu leiken persona bakarra petrikilue da.",western
prem380,"Mexikoko folk musikan, rantxera maitasun kanta bat da, jente arruntak kantaue, landa eremuko nekazarixek.",western
prem381,"Bigarren puntu harrigarrixe Omnesen baieztapena da, gauza behagarri batzuk ezin diela behatu.",western
prem382,"Konstituziño Sekretue Estatu Batuetako politikan indarra hartzen ebilenez, modu serixuen hartu zan Hamabosgarren Zuzenketaren promesie be.",western
prem383,"Aritmetika ein arte, ez zaitez ohartu Lincolnen buruen 1776 izen zala fundazinoaren une kritikue, Independentzixaren Deklarazinue sinatzie",western
prem384,"Halanda be, Hooden RCA eraikina Gropiusen Pan Am eraikinagaz (gaur egun MetLife) alderatzen badot, eztau zalantzarik diseinatzaile sortzaileena nor izen zan.",western
prem385,"Hego mendebaldien ondino kantetan dien erromantze oso zahar bi diez La delgadina, intzestuari buruzkue, eta La aparicien, Espainixan XV. mendien agertu zana.",western
prem386,"Errazoi berarengaittik, kontsumitzaile aldaberakaz, salmenta denporaldi ugarixekaz eta merkadu segmentatuekaz lotutako arrisku globalak, atzerriko lehia gogorragaz batera, burrouka gatxa ekarriotzie AEBetako txikizkarixei eta fabrikatzailiei.",western
prem387,Sonja umie aieneka ebilen Meredithen ohiko moduen aztalka ein bittartien.,western
prem388,"The Quad esateotzien ikaslien egoitza baten onduen dau, egoitza jakobtar gune bitxixe da, hainbat patixoren inguruen planifikaue.",western
prem389,Bestiek ez dabe kontsumitzailie biher bezain zoriontsu eitten.,western
prem390,"Gure simulazinotik atara beharreko ondorixo nausixe da ziklo autokatalitiko eta laneko ziklo bat edo gehixau bateratzen dabezan agente autonomuek diela orekarik bako erreakziño kimiko zabaleko sarien oso modu errazoizkue diela, barritzailie izen arren.",western
prem391,"Ondorixoz, edur jausien tamainue banaketa bereizgarrixe dauela erregimen antolatuan, eta banaketa oso desbardina erregimen kaotikuen.",western
prem392,"Adobezko adreiluek buztinez eta hareaz eindako nahasketa batez einda dauz; batzuetan, lupetz-lastue deitzen jako, eta apurke-apurke lehortzen diez eguzkixaren berotan.",western
prem393,"Herritarren pribilegixuek eta immunidadiek ordena barrixaren balixo nausitzat hartziek, Blackek eitten dauen moduen, legearen araberako bardintasun arazuek sortzen dauz.",western
prem394,"Askotan, lehen horma irudi horrexek arte herrikoitzat joten zien.",western
prem395,"Aldaera batzuetan, neska gazte batek erlijiño sinesmenak apurtzen dauz Bariku Santuan, egun erlijioso santuan, dantza eitten juen daitezen esanez, chicano katolikuentzat otoitzerako egun berezixe dalako.",western
prem396,"Plana sorgailue da, Le Corbusierrek esaten abenez, baña, Gehrygaz, plana emaitzie da.",western
prem397,Suzko armak eta bestelako armak kategorixa honetan sartzen diez.,western
prem398,"Jaialdixe hiru-lau egunez eitten da, eta hainbat bataila eitten diez Kurutze Santue irabazteko.",western
prem399,"Pentsatu deigun, beraz, legien eta kontratuen rolien, hareen mugek ahalbidetu eitten dabe jarduera ekonomikoen fluxu lotue jarduerako korridore jakinetatik.",western
prem400,"Bardintasunak eztau esan gure berberak, bardin-bardinak edo antzekuek izetie",western
prem401,"Azaldu abenez, idealizaziño boolearrak baeukezan arazuek, baña ulertzera emon aben kasu askotan gene baten erantzuna ez-lineala zala bere sarrerakazko.",western
prem402,"Baña, ordenagailue -batez be Internet- larrei erabilten daben etxietan, familiako kideek denpora gitxiau hartzen dabe alkarregaz komuniketako eta aisialdiko jarduerez gozetako.",western
prem403,"Azkenien, emakumie eta Juen Osito, semie, gai diez hartzarengandik iges ein eta jauregixen aittegaz bizitzen jueteko.",western
prem404,"Baña, oin, Maxwellek izaki ñimiño bat sortu eta asmatu dau, gerora “Maxwellen diabrue” izenez ezautuko dana.",western
prem405,Etsiak hartute ikuspegi frogatuau eta egiazkoau baten bile gurasuen edo aittitte-amamen apaletara joten daben gurasuek zalantza berbera izango dabe.,western
prem406,"Halan, usteot P erreakzinoaren areagotzaile alosteriko bat dala.",western
prem407,Errabinuek ez zien hunkitu seinale hareekaz.,western
prem408,"XVIII. mendearen amaierie, hain zuzen, garai guztiz sinplistie izen zan.",western
prem409,Gerra amaitzie eta nazinue barriro batzie da lehenengo ein biherrekue.,western
prem410,Bizkarbustien esperientzixaren deskripzinuek korriduetan (baladak) eta eleberrixetan erregistrau eta kontau diez.,western
prem411,"Pentsetan badou 1787ko, 1791ko edo 1868ko mundu-ikuskerak baldintzatzen gaituela, erabagi biher geunke zer sentimenduk axola daben.",western
prem412,"Zirkuituko epaileei jagoken moduen jarritte, Taney Auzitegi Goreneko presidentiek interpretau aben konstituzino-xedapenak Kongresuaren baimena biher ebala epailiaren agindue bertan behera ixteko.",western
prem413,"Ikusten dozuenez, gene mendeldar dominantie errez hautatzen da behin ingurumen-baldintza egokixek sortu eta gero.",western
prem414,"Txinako sukaldaritzie Kubara iritsi da, eta sukaldaritza kubatar-txinatarra asmatu dabe.",western
prem415,"Eta, jakiñe, XVIII. mendien askatasuna ulertzeko giltzarri nausixek Konstituzinue eta Eskubidien Gutuna diez.",western
prem416,Personek ordenagailuek baño biher hobie eitten dabe josteko makinekaz oihalaren lerrokadura doitzeari eta aldez aurretik eindako josketa- eta ebaketa-akatsak konpontzeari jagokenez.,western
prem417,Umiek bizilagunen atiek joko leukiez.,western
prem418,"Konfederazinoaren filosofia juridikuek arrakastie izen aben, bai maminien, bai forman.",western
prem419,"Ez zan posiziño bikultural edo binazional bat, kulturen arteko posiziño bat, espaziuen kokatze bat, baino.",western
prem420,"Gaztiek konturatzen dien arren esfortzuek gaitasun baxue konpentsau leikela, neskek ondorioztatu leikie eztauela merezi halango ahalein haundixe eittie matematika konplexue menderatzeko.",western
prem421,"C.P. Snowk kultura bixei buruz idatzi aben, zientzixiaz eta humanitateez, inoz alkarregaz nahastu barik.",western
prem422,"Hori nabarmenaue da kolomadietan, horreetan Vincent Scullyk falange batien batutako hopliteekaz alderatu dau eta.",western
prem423,Kontuen izen oso deskribapen sinple eta trinko batek jaso dauzela orekarik bako sistemaren ezaugarri horrexek eta lana atara leikela gas-sistema orekara lerratu ahala.,western
prem424,"Izen be, aurrerau ikusiko dounez, biosferek euren dimentsinuen batez besteko hazkunde jarraitue maximiza leikie.",western
prem425,Patu komunaren zentzue ez da inun adierazoten “Kol Jehudim eruvim ze bze” [Judu guztixek alkar zaintzen dabe] biherrien baño hobeto.,western
prem426,"Legiaren araberako bizi-konpromiso eta -betebeharrek zentzu gitxi dabe bakarrik dauzen gizabanakuentzat, euren balixuez eta euren beharrez arduratzen dien heinien.",western
prem427,"Izenak, hala zelan Neska Goibela.",western
prem428,"Intuizinoz, eztau emoten Big Banga ezkeroztik entidade bizibako konplexuen planetarik sortu zanik modu espontaneuen.",western
prem429,"Beraz, eremu guztiz barri batien sartzen gabiz.",western
prem430,"Tratu-bardintasunaren printzipixo orokorrak, landu doun moduan, adierazpen-askatasuna mugatzearen inguruko eztabaida dakar beragaz.",western
prem431,"Hego-mendebaldera eta Mexikora juendako lehenengo bidaiari estatubatuarren argitalpenek espainiar-mexikarren barri emoten dabe, ez bakarrik izugarrikeriaz, baita pasiño haundiz be.",western
